	AMR	est_counts	sid
2703	MEG_6546|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB	457.0	Sample_23
2704	MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	214.0	Sample_23
2705	MEG_6699|Drugs|betalactams|Class_A_betalactamases|TEM	522.0	Sample_23
2706	MEG_6876|Drugs|betalactams|Class_A_betalactamases|TEM	92.0	Sample_23
2707	MEG_7055|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP	777.0	Sample_23
2708	MEG_5386|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	1274.0	Sample_23
2709	MEG_6522|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME	738.0	Sample_23
2710	MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	82.0	Sample_23
2711	MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY	39.0	Sample_23
2712	MEG_2785|Drugs|MLS|23S_rRNA_methyltransferases|ERMA	281.0	Sample_23
2713	MEG_6801|Drugs|betalactams|Class_A_betalactamases|TEM	677.0	Sample_23
2714	MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC	1959.0	Sample_23
2715	MEG_6918|Drugs|betalactams|Class_A_betalactamases|TEM	7941.0	Sample_23
2716	MEG_7112|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	186.0	Sample_23
2717	MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	162.0	Sample_23
2718	MEG_6093|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	2841.0	Sample_23
2719	MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	54.0	Sample_23
2720	MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation	18601.0	Sample_23
2721	MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM	355.0	Sample_23
2722	MEG_3820|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	68.0	Sample_23
2723	MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	85.0	Sample_23
2724	MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	71.0	Sample_23
2725	MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	63.0	Sample_23
2726	MEG_6884|Drugs|betalactams|Class_A_betalactamases|TEM	5119.0	Sample_23
2727	MEG_3824|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	181.0	Sample_23
2728	MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	130.0	Sample_23
2729	MEG_7304|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	4729.0	Sample_23
2730	MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG	576.0	Sample_23
2731	MEG_2051|Metals|Copper_resistance|Copper_resistance_protein|COPD	139.0	Sample_23
2732	MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	100.0	Sample_23
2733	MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	1288.0	Sample_23
2734	MEG_6857|Drugs|betalactams|Class_A_betalactamases|TEM	330.0	Sample_23
2735	MEG_881|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	33.0	Sample_23
2736	MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE	409.0	Sample_23
2737	MEG_6798|Drugs|betalactams|Class_A_betalactamases|TEM	75.0	Sample_23
2738	MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	50.0	Sample_23
2739	MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	185.0	Sample_23
2740	MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME	139.0	Sample_23
2741	MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	28.0	Sample_23
2742	MEG_7202|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT	1624.0	Sample_23
2743	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	257.0	Sample_23
2744	MEG_1039|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	123.0	Sample_23
2745	MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	18843.0	Sample_23
2746	MEG_6792|Drugs|betalactams|Class_A_betalactamases|TEM	6217.0	Sample_23
2747	MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	3632.0	Sample_23
2748	MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	1680.0	Sample_23
2749	MEG_6660|Drugs|betalactams|Class_A_betalactamases|TEM	185.0	Sample_23
2750	MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation	80898.0	Sample_23
2751	MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA	1058.0	Sample_23
2752	MEG_6827|Drugs|betalactams|Class_A_betalactamases|TEM	49.0	Sample_23
2753	MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE	2047.0	Sample_23
2754	MEG_5364|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	1709.0	Sample_23
2755	MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM	8909.0	Sample_23
2756	MEG_6835|Drugs|betalactams|Class_A_betalactamases|TEM	572.0	Sample_23
2757	MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM	23911.0	Sample_23
2758	MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	158.0	Sample_23
2759	MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	120.0	Sample_23
2760	MEG_3219|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	2330.0	Sample_23
2761	MEG_6664|Drugs|betalactams|Class_A_betalactamases|TEM	518.0	Sample_23
2762	MEG_6673|Drugs|betalactams|Class_A_betalactamases|TEM	645.0	Sample_23
2763	MEG_7137|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	143.0	Sample_23
2764	MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	114.0	Sample_23
2765	MEG_2768|Drugs|MLS|23S_rRNA_methyltransferases|ERM	701.0	Sample_23
2766	MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT	91.0	Sample_23
2767	MEG_3604|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA	206.0	Sample_23
2768	MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	15892.0	Sample_23
2769	MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	180.0	Sample_23
2770	MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	96.0	Sample_23
2771	MEG_3975|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	6555.0	Sample_23
2772	MEG_6719|Drugs|betalactams|Class_A_betalactamases|TEM	96.0	Sample_23
2773	MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES	1376.0	Sample_23
2774	MEG_6899|Drugs|betalactams|Class_A_betalactamases|TEM	8372.0	Sample_23
2775	MEG_6949|Drugs|betalactams|Class_A_betalactamases|TEM	596.0	Sample_23
2776	MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	1483.0	Sample_23
2777	MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	350.0	Sample_23
2778	MEG_785|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	21.0	Sample_23
2779	MEG_2670|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|DRRA	779.0	Sample_23
2780	MEG_6092|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	2244.0	Sample_23
2781	MEG_6871|Drugs|betalactams|Class_A_betalactamases|TEM	7127.0	Sample_23
2782	MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	2099.0	Sample_23
2783	MEG_6837|Drugs|betalactams|Class_A_betalactamases|TEM	60.0	Sample_23
2784	MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	150.0	Sample_23
2785	MEG_7123|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	111.0	Sample_23
2786	MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	104.0	Sample_23
2787	MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA	95.0	Sample_23
2788	MEG_2780|Drugs|MLS|23S_rRNA_methyltransferases|ERM42	147.0	Sample_23
2789	MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	4417.0	Sample_23
2790	MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	124.0	Sample_23
2791	MEG_816|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	70.0	Sample_23
2792	MEG_3994|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	4340.0	Sample_23
2793	MEG_6707|Drugs|betalactams|Class_A_betalactamases|TEM	711.0	Sample_23
2794	MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32	430.0	Sample_24
2795	MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR	68.0	Sample_24
2796	MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT	87.0	Sample_24
2797	MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	113.0	Sample_24
2798	MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	186.0	Sample_24
2799	MEG_6867|Drugs|betalactams|Class_A_betalactamases|TEM	35661.0	Sample_24
2800	MEG_3980|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	12537.0	Sample_24
2801	MEG_6864|Drugs|betalactams|Class_A_betalactamases|TEM	714.0	Sample_24
2802	MEG_5323|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation	8442.0	Sample_24
2803	MEG_7232|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	342.0	Sample_24
2804	MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB	274.0	Sample_24
2805	MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA	575.0	Sample_24
2806	MEG_6529|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME	708.0	Sample_24
2807	MEG_3238|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation	1136.0	Sample_24
2808	MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	257.0	Sample_24
2809	MEG_2786|Drugs|MLS|23S_rRNA_methyltransferases|ERMA	136.0	Sample_24
2810	MEG_7|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	31379.0	Sample_24
2811	MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	201.0	Sample_24
2812	MEG_3250|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation	818.0	Sample_24
2813	MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	6551.0	Sample_24
2814	MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	2309.0	Sample_24
2815	MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation	12630.0	Sample_24
2816	MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	551.0	Sample_24
2817	MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA	421.0	Sample_24
2818	MEG_1014|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME	637.0	Sample_24
2819	MEG_3820|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	172.0	Sample_24
2820	MEG_6925|Drugs|betalactams|Class_A_betalactamases|TEM	3052.0	Sample_24
2821	MEG_3876|Metals|Mercury_resistance|Mercury_resistance_protein|MERP	71.0	Sample_24
2822	MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX	1159.0	Sample_24
2823	MEG_3983|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	13778.0	Sample_24
2824	MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	89.0	Sample_24
2825	MEG_3801|Drugs|betalactams|Penicillin_binding_protein|MECD	1376.0	Sample_24
2826	MEG_6700|Drugs|betalactams|Class_A_betalactamases|TEM	177.0	Sample_24
2827	MEG_7163|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	90.0	Sample_24
2828	MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA	699.0	Sample_24
2829	MEG_1010|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME	777.0	Sample_24
2830	MEG_3231|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	2551.0	Sample_24
2831	MEG_6522|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME	725.0	Sample_24
2832	MEG_6792|Drugs|betalactams|Class_A_betalactamases|TEM	5732.0	Sample_24
2833	MEG_7166|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	77.0	Sample_24
2834	MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX	922.0	Sample_24
2835	MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	42.0	Sample_24
2836	MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	25685.0	Sample_24
2837	MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	65.0	Sample_24
2838	MEG_6805|Drugs|betalactams|Class_A_betalactamases|TEM	14047.0	Sample_24
2839	MEG_4750|Drugs|betalactams|Class_D_betalactamases|OXA	1260.0	Sample_24
2840	MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	3945.0	Sample_24
2841	MEG_6717|Drugs|betalactams|Class_A_betalactamases|TEM	89.0	Sample_24
2842	MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	28.0	Sample_24
2843	MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	97.0	Sample_24
2844	MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX	569.0	Sample_24
2845	MEG_5856|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|QACR	508.0	Sample_24
2846	MEG_3842|Metals|Mercury_resistance|Mercury_resistance_protein|MERA	333.0	Sample_24
2847	MEG_6718|Drugs|betalactams|Class_A_betalactamases|TEM	314.0	Sample_24
2848	MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	374.0	Sample_24
2849	MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA	4627.0	Sample_24
2850	MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	28.0	Sample_24
2851	MEG_3240|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation	3706.0	Sample_24
2852	MEG_6795|Drugs|betalactams|Class_A_betalactamases|TEM	85.0	Sample_24
2853	MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation	22800.0	Sample_24
2854	MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	29621.0	Sample_24
2855	MEG_6979|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET36	6408.0	Sample_24
2856	MEG_7113|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	358.0	Sample_24
2857	MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN	684.0	Sample_24
2858	MEG_3989|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	5559.0	Sample_24
2859	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	610.0	Sample_24
2860	MEG_4101|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB	1580.0	Sample_24
2861	MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	27.0	Sample_24
2862	MEG_1685|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRC	309.0	Sample_24
2863	MEG_398|Metals|Arsenic_resistance|Arsenic_resistance_membrane_transporter|ACR3	661.0	Sample_24
2864	MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	183.0	Sample_24
2865	MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	129.0	Sample_24
2866	MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	3796.0	Sample_24
2867	MEG_3874|Metals|Mercury_resistance|Mercury_resistance_protein|MERP	83.0	Sample_24
2868	MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA	22.0	Sample_24
2869	MEG_3862|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD	37.0	Sample_24
2870	MEG_6699|Drugs|betalactams|Class_A_betalactamases|TEM	492.0	Sample_24
2871	MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT	159.0	Sample_24
2872	MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM	51.0	Sample_24
2873	MEG_6836|Drugs|betalactams|Class_A_betalactamases|TEM	40.0	Sample_24
2874	MEG_6940|Drugs|betalactams|Class_A_betalactamases|TEM	2914.0	Sample_24
2875	MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	526.0	Sample_24
2876	MEG_3991|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	48268.0	Sample_24
2877	MEG_6905|Drugs|betalactams|Class_A_betalactamases|TEM	4801.0	Sample_24
2878	MEG_7130|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	67.0	Sample_24
2879	MEG_1556|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT	544.0	Sample_24
2880	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	543.0	Sample_24
2881	MEG_6680|Drugs|betalactams|Class_A_betalactamases|TEM	41.0	Sample_24
2882	MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	33901.0	Sample_24
2883	MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	4469.0	Sample_24
2884	MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE	53.0	Sample_24
2885	MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9	1934.0	Sample_24
2886	MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	639.0	Sample_24
2887	MEG_1006|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9	710.0	Sample_24
2888	MEG_1554|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT	139.0	Sample_24
2889	MEG_6950|Drugs|betalactams|Class_A_betalactamases|TEM	37.0	Sample_24
2890	MEG_6097|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	1749.0	Sample_24
2891	MEG_7168|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	161.0	Sample_24
2892	MEG_6801|Drugs|betalactams|Class_A_betalactamases|TEM	645.0	Sample_24
2893	MEG_3818|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	232.0	Sample_24
2894	MEG_1058|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	9.0	Sample_24
2895	MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation	33654.0	Sample_24
2896	MEG_4748|Drugs|betalactams|Class_D_betalactamases|OXA	615.0	Sample_24
2897	MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	422.0	Sample_24
2898	MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	1582.0	Sample_24
2899	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	12427.0	Sample_24
2900	MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	101.0	Sample_24
2901	MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	588.0	Sample_24
2902	MEG_3068|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSC	570.0	Sample_24
2903	MEG_6952|Drugs|betalactams|Class_A_betalactamases|TEM	439.0	Sample_24
2904	MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA	257.0	Sample_24
2905	MEG_6803|Drugs|betalactams|Class_A_betalactamases|TEM	550.0	Sample_24
2906	MEG_4290|Drugs|betalactams|Mutant_porin_proteins|OMPR	303.0	Sample_24
2907	MEG_3936|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXW	1055.0	Sample_24
2908	MEG_6993|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	143.0	Sample_24
2909	MEG_3993|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	12313.0	Sample_24
2910	MEG_7308|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	1617.0	Sample_24
2911	MEG_1005|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9	227.0	Sample_24
2912	MEG_3913|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXG	342.0	Sample_24
2913	MEG_6799|Drugs|betalactams|Class_A_betalactamases|TEM	159.0	Sample_24
2914	MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1	26.0	Sample_24
2915	MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	659.0	Sample_24
2916	MEG_2754|Drugs|MLS|Macrolide_esterases|ERED	562.0	Sample_24
2917	MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM	331.0	Sample_24
2918	MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	48.0	Sample_24
2919	MEG_7170|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	109.0	Sample_24
2920	MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	23.0	Sample_24
2921	MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	8671.0	Sample_24
2922	MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA	34.0	Sample_24
2923	MEG_5339|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	3229.0	Sample_24
2924	MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	130.0	Sample_24
2925	MEG_6938|Drugs|betalactams|Class_A_betalactamases|TEM	2753.0	Sample_24
2926	MEG_1691|Drugs|betalactams|Class_A_betalactamases|CFX	521.0	Sample_24
2927	MEG_6735|Drugs|betalactams|Class_A_betalactamases|TEM	527.0	Sample_24
2928	MEG_277|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	504.0	Sample_24
2929	MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA	59.0	Sample_24
2930	MEG_6156|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SALA	1626.0	Sample_24
2931	MEG_6535|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMRA	1241.0	Sample_24
2932	MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation	1005.0	Sample_24
2933	MEG_352|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	287.0	Sample_24
2934	MEG_6914|Drugs|betalactams|Class_A_betalactamases|TEM	2292.0	Sample_24
2935	MEG_3898|Metals|Mercury_resistance|Mercury_resistance_protein|MERT	68.0	Sample_24
2936	MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	42.0	Sample_24
2937	MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	32.0	Sample_24
2938	MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	4259.0	Sample_24
2939	MEG_3986|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	24299.0	Sample_24
2940	MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation	2287.0	Sample_24
2941	MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS	134.0	Sample_24
